station_id,station_name,date,datatype,value,attributes
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-03-26T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-03-27T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-03-28T00:00:00,SNOW,0.0,"T,,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-03-29T00:00:00,SNOW,0.0,"T,,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-03-30T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-03-31T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-01T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-02T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-03T00:00:00,SNOW,0.0,"T,,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-04T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-05T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-06T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-07T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-08T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-09T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-10T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-11T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-12T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-13T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-14T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-15T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-16T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-17T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-18T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-19T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-20T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-21T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-22T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-23T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-24T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-25T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-26T00:00:00,SNOW,1.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-27T00:00:00,SNOW,0.0,",,0,"
GHCND:USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",1895-10-28T00:00:00,SNOW,0.0,",,0,"
